"STORM_ID","NAME","DATE","TIME","RECORD_ID","STATUS","LAT","LON","WIND","PRESSURE","YEAR","MONTH","DAY","COUNTRY"
"AL072021","GRACE","2021-08-16",1630,"L","TS",17.7,-71.4,35,1007,2021,8,16,"Dominican Republic"
"AL072021","GRACE","2021-08-17",1400,"L","TS",18.2,-76.6,50,1004,2021,8,17,"Jamaica"
"AL072021","GRACE","2021-08-19",945,"L","HU",20.1,-87.5,75,978,2021,8,19,"Mexico"
"AL072021","GRACE","2021-08-21",530,"L","HU",20.6,-97.1,105,967,2021,8,21,"Mexico"
"AL082021","HENRI","2021-08-22",1520,"L","TS",41.2,-71.6,55,987,2021,8,22,"United States"
"AL082021","HENRI","2021-08-22",1615,"L","TS",41.3,-71.8,55,988,2021,8,22,"United States"
"AL092021","IDA","2021-08-27",1800,"L","HU",21.5,-82.6,70,987,2021,8,27,"Cuba"
"AL092021","IDA","2021-08-27",2325,"L","HU",22.4,-83.2,70,988,2021,8,27,"Cuba"
"AL092021","IDA","2021-08-29",1655,"L","HU",29.1,-90.2,130,931,2021,8,29,"United States"
"AL122021","LARRY","2021-09-11",330,"L","HU",47.3,-54.6,70,958,2021,9,11,"Canada"
"AL132021","MINDY","2021-09-09",115,"L","TS",29.7,-85.1,50,1000,2021,9,9,"United States"
"AL142021","NICHOLAS","2021-09-14",530,"L","HU",28.7,-95.7,65,991,2021,9,14,"United States"
"AL022022","BONNIE","2022-07-02",300,"L","TS",11,-83.8,50,996,2022,7,2,"Nicaragua"
"AL032022","COLIN","2022-07-01",2330,"L","TS",32.4,-80.5,35,1011,2022,7,1,"United States"
"AL072022","FIONA","2022-09-16",2315,"L","TS",16.4,-61.4,50,1002,2022,9,16,"France"
"AL072022","FIONA","2022-09-18",1920,"L","HU",18,-67.1,75,986,2022,9,18,"Puerto Rico"
"AL072022","FIONA","2022-09-19",730,"L","HU",18.4,-68.5,80,976,2022,9,19,"Dominican Republic"
"AL072022","FIONA","2022-09-20",1100,"L","HU",21.4,-71.1,100,962,2022,9,20,"Turks and Caicos Islands"
"AL072022","FIONA","2022-09-24",700,"L","EX",45.2,-61.2,85,931,2022,9,24,"Canada"
"AL072022","FIONA","2022-09-25",800,"L","EX",51.3,-58.3,45,974,2022,9,25,"Canada"
"AL092022","IAN","2022-09-27",830,"L","HU",22.2,-83.7,110,947,2022,9,27,"Cuba"
"AL092022","IAN","2022-09-28",200,"L","HU",24.6,-82.9,110,952,2022,9,28,"United States"
"AL092022","IAN","2022-09-28",1905,"L","HU",26.7,-82.2,130,941,2022,9,28,"United States"
"AL092022","IAN","2022-09-28",2035,"L","HU",26.8,-82,125,945,2022,9,28,"United States"
"AL092022","IAN","2022-09-30",1805,"L","HU",33.3,-79.2,70,978,2022,9,30,"United States"
"AL132022","JULIA","2022-10-07",300,"L","TD",12,-69.8,30,1004,2022,10,7,"Venezuela"
"AL132022","JULIA","2022-10-07",830,"L","TD",12.2,-71.2,30,1004,2022,10,7,"Colombia"
"AL132022","JULIA","2022-10-09",715,"L","HU",12.4,-83.6,75,982,2022,10,9,"Nicaragua"
"AL132022","JULIA","2022-10-10",1100,"L","TS",13.6,-89.7,35,1001,2022,10,10,"El Salvador"
"AL152022","LISA","2022-11-02",2130,"L","HU",17.4,-88.3,80,985,2022,11,2,"Belize"
"AL172022","NICOLE","2022-11-09",1700,"L","TS",26.5,-77.1,60,985,2022,11,9,"Bahamas"
"AL172022","NICOLE","2022-11-09",2300,"L","HU",26.6,-78.2,65,980,2022,11,9,"Bahamas"
"AL172022","NICOLE","2022-11-10",745,"L","HU",27.6,-80.3,65,980,2022,11,10,"United States"
"AL172022","NICOLE","2022-11-10",1900,"L","TS",29.2,-83,40,989,2022,11,10,"United States"
"AL172022","NICOLE","2022-11-11",0,"L","TS",30.1,-84,35,992,2022,11,11,"United States"
"AL012023","UNNAMED","2023-01-17",1245,"L","SS",45.9,-60,45,983,2023,1,17,"Canada"
"AL032023","BRET","2023-06-23",315,"L","TS",13.3,-61.2,55,1001,2023,6,23,"Saint Vincent and the Grenadines"
"AL082023","FRANKLIN","2023-08-23",1000,"L","TS",17.9,-71.2,40,1003,2023,8,23,"Dominican Republic"
"AL092023","HAROLD","2023-08-22",1500,"L","TS",27.1,-97.4,50,995,2023,8,22,"United States"
"AL102023","IDALIA","2023-08-27",600,"L","TD",20.5,-86.8,30,1002,2023,8,27,"Mexico"
"AL102023","IDALIA","2023-08-30",1145,"L","HU",29.9,-83.6,100,950,2023,8,30,"United States"
"AL132023","LEE","2023-09-16",2000,"L","EX",44.3,-66.3,55,970,2023,9,16,"Canada"
"AL162023","OPHELIA","2023-09-23",1015,"L","TS",34.7,-77.1,60,981,2023,9,23,"United States"
"AL172023","PHILIPPE","2023-10-02",2245,"L","TS",17.6,-61.8,45,1001,2023,10,2,"Antigua and Barbuda"
"AL202023","TAMMY","2023-10-22",115,"L","HU",17.6,-61.8,80,987,2023,10,22,"Antigua and Barbuda"
"AL212023","TWENTY-ONE","2023-10-24",130,"L","TD",12.4,-83.5,25,1007,2023,10,24,"Nicaragua"
"AL012024","ALBERTO","2024-06-20",900,"L","TS",22.4,-97.8,45,994,2024,6,20,"Mexico"
"AL022024","BERYL","2024-07-01",1520,"L","HU",12.5,-61.5,120,950,2024,7,1,"Saint Vincent and the Grenadines"
"AL022024","BERYL","2024-07-05",1100,"L","HU",20.3,-87.4,80,977,2024,7,5,"Mexico"
"AL022024","BERYL","2024-07-08",840,"L","HU",28.6,-96,80,978,2024,7,8,"United States"
"AL032024","CHRIS","2024-07-01",300,"L","TS",19.9,-96.5,40,1005,2024,7,1,"Mexico"
"AL042024","DEBBY","2024-08-05",1100,"L","HU",29.7,-83.5,70,979,2024,8,5,"United States"
"AL042024","DEBBY","2024-08-08",600,"L","SS",33,-79.6,40,995,2024,8,8,"United States"
"AL052024","ERNESTO","2024-08-13",940,"L","TS",16.4,-61.4,35,1007,2024,8,13,"France"
"AL052024","ERNESTO","2024-08-13",1250,"L","TS",16.7,-62.2,40,1005,2024,8,13,"Montserrat"
"AL052024","ERNESTO","2024-08-13",2330,"L","TS",18.3,-64.7,55,998,2024,8,13,"United States Virgin Islands"
"AL052024","ERNESTO","2024-08-17",830,"L","HU",32.3,-64.8,75,972,2024,8,17,"Bermuda"
"AL062024","FRANCINE","2024-09-11",2200,"L","HU",29.3,-91.3,90,972,2024,9,11,"United States"
"AL092024","HELENE","2024-09-27",310,"L","HU",30,-83.7,120,939,2024,9,27,"United States"
"AL142024","MILTON","2024-10-10",30,"L","HU",27.4,-82.6,100,958,2024,10,10,"United States"
"AL152024","NADINE","2024-10-19",1600,"L","TS",17.5,-88.2,50,1002,2024,10,19,"Belize"
"AL162024","OSCAR","2024-10-19",2015,"L","HU",21.5,-71.1,75,987,2024,10,19,"Turks and Caicos Islands"
"AL162024","OSCAR","2024-10-20",2200,"L","HU",20.3,-74.4,75,984,2024,10,20,"Cuba"
"AL182024","RAFAEL","2024-11-06",2115,"L","HU",22.7,-82.7,100,955,2024,11,6,"Cuba"
"AL192024","SARA","2024-11-15",120,"L","TS",15.8,-84.3,40,999,2024,11,15,"Honduras"
"AL192024","SARA","2024-11-17",1400,"L","TS",17,-88.3,35,1001,2024,11,17,"Belize"
"EP162000","NORMAN","2000-09-20",2000,"L","TS",18.4,-103.2,45,1000,2000,9,20,"Mexico"
"EP162000","NORMAN","2000-09-22",1500,"L","TD",23.1,-106.3,25,1006,2000,9,22,"Mexico"
"EP192000","ROSA","2000-11-08",700,"L","TS",15.7,-96.3,35,1002,2000,11,8,"Mexico"
"EP112001","JULIETTE","2001-09-30",0,"L","TS",25,-112,35,1000,2001,9,30,"Mexico"
"EP132002","JULIO","2002-09-26",0,"L","TS",18,-102.4,40,1000,2002,9,26,"Mexico"
"EP142002","KENNA","2002-10-25",1630,"L","HU",21.7,-105.4,120,950,2002,10,25,"Mexico"
"EP032003","CARLOS","2003-06-27",300,"L","TS",16,-97.8,55,996,2003,6,27,"Mexico"
"EP092003","IGNACIO","2003-08-25",1800,"L","HU",24.2,-110.1,70,985,2003,8,25,"Mexico"
"EP132003","MARTY","2003-09-22",930,"L","HU",23,-109.7,85,970,2003,9,22,"Mexico"
"EP142003","NORA","2003-10-09",600,"L","TD",23.8,-106.7,25,1004,2003,10,9,"Mexico"
"EP152003","OLAF","2003-10-07",800,"L","TS",19.2,-104.6,50,997,2003,10,7,"Mexico"
"EP132004","JAVIER","2004-09-19",1100,"L","TD",26.6,-113,25,1003,2004,9,19,"Mexico"
"EP162004","UNNAMED","2004-10-26",1000,"L","TD",25.4,-108.8,30,1005,2004,10,26,"Mexico"
"EP012005","ADRIAN","2005-05-20",2100,"L","TD",13.3,-87.6,20,1007,2005,5,20,"Honduras"
"EP112006","JOHN","2006-09-02",200,"L","HU",23.3,-109.4,95,958,2006,9,2,"Mexico"
"EP132006","LANE","2006-09-16",1915,"L","HU",24.1,-107.2,110,954,2006,9,16,"Mexico"
"EP172006","PAUL","2006-10-26",400,"L","TD",24.8,-108.1,25,1007,2006,10,26,"Mexico"
"EP022007","BARBARA","2007-06-02",1300,"L","TS",14.7,-92.5,45,1000,2007,6,2,"Mexico"
"EP112007","HENRIETTE","2007-09-04",2100,"L","HU",23.1,-109.6,70,973,2007,9,4,"Mexico"
"EP112007","HENRIETTE","2007-09-06",0,"L","TS",27.9,-110.9,60,990,2007,9,6,"Mexico"
"EP012008","ALMA","2008-05-29",2000,"L","TS",12.3,-87,55,994,2008,5,29,"Nicaragua"
"EP112008","JULIO","2008-08-25",0,"L","TS",23.9,-110.9,40,999,2008,8,25,"Mexico"
"EP132008","LOWELL","2008-09-11",900,"L","TD",23,-110.1,30,1000,2008,9,11,"Mexico"
"EP152008","NORBERT","2008-10-11",1700,"L","HU",24.4,-111.6,90,956,2008,10,11,"Mexico"
"EP152008","NORBERT","2008-10-12",400,"L","HU",26.6,-109.3,75,964,2008,10,12,"Mexico"
"EP132009","JIMENA","2009-09-02",1200,"L","HU",24.6,-112,90,971,2009,9,2,"Mexico"
"EP132009","JIMENA","2009-09-02",1300,"L","HU",24.8,-112.1,90,972,2009,9,2,"Mexico"
"EP132009","JIMENA","2009-09-02",2100,"L","HU",26.3,-112.4,75,980,2009,9,2,"Mexico"
"EP132009","JIMENA","2009-09-04",1900,"L","TD",27.4,-112.3,25,1006,2009,9,4,"Mexico"
"EP202009","RICK","2009-10-21",1400,"L","TS",23.3,-106.5,50,989,2009,10,21,"Mexico"
"EP012010","AGATHA","2010-05-29",2230,"L","TS",14.4,-92.1,40,1001,2010,5,29,"Guatemala"
"EP112010","ELEVEN","2010-09-04",700,"L","TD",16.2,-95.2,30,1004,2010,9,4,"Mexico"
"EP122010","GEORGETTE","2010-09-22",1800,"L","TD",27.4,-111.1,30,999,2010,9,22,"Mexico"
"EP122010","GEORGETTE","2010-09-22",2200,"L","TD",28,-111.1,30,999,2010,9,22,"Mexico"
"EP082011","EIGHT","2011-08-31",1700,"L","TD",18.1,-102.8,30,1002,2011,8,31,"Mexico"
"EP102011","JOVA","2011-10-12",600,"L","HU",19.6,-105.1,85,975,2011,10,12,"Mexico"
"EP122011","TWELVE","2011-10-12",1600,"L","TD",16.2,-94.1,30,1005,2011,10,12,"Mexico"
"EP032012","CARLOTTA","2012-06-16",100,"L","HU",15.8,-96.9,90,976,2012,6,16,"Mexico"
"EP142012","NORMAN","2012-09-29",500,"L","TD",25.7,-109.3,30,1003,2012,9,29,"Mexico"
"EP022013","BARBARA","2013-05-29",1950,"L","HU",16,-94,70,983,2013,5,29,"Mexico"
"EP102013","JULIETTE","2013-08-29",900,"L","TS",24.4,-111.7,55,997,2013,8,29,"Mexico"
"EP132013","MANUEL","2013-09-15",1200,"L","TS",18.2,-103.2,60,985,2013,9,15,"Mexico"
"EP132013","MANUEL","2013-09-19",1200,"L","HU",24.8,-108,65,984,2013,9,19,"Mexico"
"EP152013","OCTAVE","2013-10-15",500,"L","TS",25,-112.2,40,1002,2013,10,15,"Mexico"
"EP182013","SONIA","2013-11-04",500,"L","TS",24.4,-107.6,35,1004,2013,11,4,"Mexico"
"EP092014","ISELLE","2014-08-08",1230,"L","TS",19.2,-155.4,50,1001,2014,8,8,"United States"
"EP152014","ODILE","2014-09-15",445,"L","HU",22.9,-109.9,110,941,2014,9,15,"Mexico"
"EP152014","ODILE","2014-09-17",1630,"L","TS",30.7,-113.1,35,999,2014,9,17,"Mexico"
"EP202014","TRUDY","2014-10-18",915,"L","TS",16.5,-98.8,55,998,2014,10,18,"Mexico"
"EP022015","BLANCA","2015-06-08",1030,"L","TS",24.3,-111.7,45,990,2015,6,8,"Mexico"
"EP022015","BLANCA","2015-06-08",1115,"L","TS",24.5,-111.8,40,994,2015,6,8,"Mexico"
"EP022015","BLANCA","2015-06-08",2030,"L","TD",26.6,-113,30,1000,2015,6,8,"Mexico"
"EP032015","CARLOS","2015-06-17",900,"L","TS",19.3,-104.9,45,998,2015,6,17,"Mexico"
"EP162015","SIXTEEN","2015-09-21",445,"L","TD",26.6,-113.1,30,1001,2015,9,21,"Mexico"
"EP162015","SIXTEEN","2015-09-21",1345,"L","TD",28.8,-112.3,30,1002,2015,9,21,"Mexico"
"EP162015","SIXTEEN","2015-09-21",1500,"L","TD",29.2,-112.2,30,1003,2015,9,21,"Mexico"
"EP202015","PATRICIA","2015-10-23",2300,"L","HU",19.4,-105,130,932,2015,10,23,"Mexico"
"EP112016","JAVIER","2016-08-09",330,"L","TS",23.1,-109.7,45,1002,2016,8,9,"Mexico"
"EP152016","NEWTON","2016-09-06",1400,"L","HU",23.9,-110.8,75,979,2016,9,6,"Mexico"
"EP152016","NEWTON","2016-09-07",830,"L","TS",28.7,-111.8,55,998,2016,9,7,"Mexico"
"EP222016","OTTO","2016-11-24",1730,"L","HU",11,-83.8,100,975,2016,11,24,"Nicaragua"
"EP022017","BEATRIZ","2017-06-02",0,"L","TS",15.7,-96.6,40,1001,2017,6,2,"Mexico"
"EP032017","CALVIN","2017-06-13",0,"L","TS",15.9,-95.7,40,1004,2017,6,13,"Mexico"
"EP162017","MAX","2017-09-14",1800,"L","HU",16.6,-99.2,80,980,2017,9,14,"Mexico"
"EP202017","SELMA","2017-10-28",1100,"L","TS",13.4,-89,35,1004,2017,10,28,"El Salvador"
"EP032018","BUD","2018-06-15",200,"L","TS",23,-109.7,40,999,2018,6,15,"Mexico"
"EP192018","NINETEEN","2018-09-20",300,"L","TD",27.6,-110.6,30,1002,2018,9,20,"Mexico"
"EP202018","ROSA","2018-10-02",1100,"L","TD",29.2,-114.6,30,1005,2018,10,2,"Mexico"
"CP012018","WALAKA","2018-10-04",620,"L","HU",24.1,-166.8,110,950,2018,10,4,"United States"
"EP212018","SERGIO","2018-10-12",1200,"L","TS",26.6,-113,45,994,2018,10,12,"Mexico"
"EP232018","VICENTE","2018-10-23",1330,"L","TD",18,-102.4,25,1008,2018,10,23,"Mexico"
"EP242018","WILLA","2018-10-24",130,"L","HU",22.7,-105.8,100,968,2018,10,24,"Mexico"
"EP152019","LORENA","2019-09-19",600,"L","HU",19.3,-104.8,65,990,2019,9,19,"Mexico"
"EP152019","LORENA","2019-09-21",300,"L","HU",23.9,-109.8,70,987,2019,9,21,"Mexico"
"EP162019","NARDA","2019-09-29",1400,"L","TS",18,-102,40,998,2019,9,29,"Mexico"
"EP162019","NARDA","2019-10-01",0,"L","TS",25.3,-108.5,45,997,2019,10,1,"Mexico"
"EP192019","PRISCILLA","2019-10-20",1930,"L","TS",18.9,-104,35,1004,2019,10,20,"Mexico"
"EP022020","AMANDA","2020-05-31",1000,"L","TS",13.8,-90.3,35,1003,2020,5,31,"Guatemala"
"EP042021","DOLORES","2021-06-19",1500,"L","TS",18.6,-103.7,60,989,2021,6,19,"Mexico"
"EP142021","NORA","2021-08-28",1800,"L","HU",19.1,-105.3,75,976,2021,8,28,"Mexico"
"EP142021","NORA","2021-08-28",2100,"L","HU",19.8,-105.3,75,976,2021,8,28,"Mexico"
"EP142021","NORA","2021-08-29",1600,"L","TS",23,-106.2,45,997,2021,8,29,"Mexico"
"EP152021","OLAF","2021-09-10",250,"L","HU",23,-109.7,90,975,2021,9,10,"Mexico"
"EP162021","PAMELA","2021-10-13",1230,"L","HU",23.7,-106.7,65,989,2021,10,13,"Mexico"
"EP172021","RICK","2021-10-25",1100,"L","HU",17.9,-102,90,977,2021,10,25,"Mexico"
"EP012022","AGATHA","2022-05-30",2100,"L","HU",15.7,-96.6,90,971,2022,5,30,"Mexico"
"EP042022","BONNIE","2022-07-02",300,"L","TS",11,-83.8,50,996,2022,7,2,"Nicaragua"
"EP122022","KAY","2022-09-08",2035,"L","TS",27.2,-114.3,60,982,2022,9,8,"Mexico"
"EP132022","LESTER","2022-09-17",1200,"L","TD",15.8,-97,30,1006,2022,9,17,"Mexico"
"EP162022","ORLENE","2022-10-03",1435,"L","HU",22.9,-106.1,70,990,2022,10,3,"Mexico"
"EP182022","JULIA","2022-10-07",300,"L","TD",12,-69.8,30,1004,2022,10,7,"Venezuela"
"EP182022","JULIA","2022-10-07",830,"L","TD",12.2,-71.2,30,1004,2022,10,7,"Colombia"
"EP182022","JULIA","2022-10-09",715,"L","HU",12.4,-83.6,75,982,2022,10,9,"Nicaragua"
"EP182022","JULIA","2022-10-10",1100,"L","TS",13.6,-89.7,35,1001,2022,10,10,"El Salvador"
"EP192022","ROSLYN","2022-10-23",1120,"L","HU",21.9,-105.6,105,961,2022,10,23,"Mexico"
"EP022023","BEATRIZ","2023-07-01",600,"L","TS",19.2,-104.6,55,999,2023,7,1,"Mexico"
"EP092023","HILARY","2023-08-20",1700,"L","TS",29.7,-115.6,50,990,2023,8,20,"Mexico"
"EP152023","LIDIA","2023-10-11",0,"L","HU",20.1,-105.5,120,942,2023,10,11,"Mexico"
"EP162023","MAX","2023-10-09",1800,"L","TS",17.3,-101.1,60,990,2023,10,9,"Mexico"
"EP172023","NORMA","2023-10-21",2015,"L","HU",23,-110.1,70,978,2023,10,21,"Mexico"
"EP172023","NORMA","2023-10-23",1030,"L","TD",24.7,-108,30,999,2023,10,23,"Mexico"
"EP182023","OTIS","2023-10-25",645,"L","HU",16.8,-99.9,140,929,2023,10,25,"Mexico"
"EP102024","JOHN","2024-09-24",315,"L","HU",16.6,-98.9,105,956,2024,9,24,"Mexico"
"EP102024","JOHN","2024-09-27",1600,"L","TS",18.2,-103.1,50,993,2024,9,27,"Mexico"
